,Prostate_03-138A_prednisone,Prostate_03-135C_none,Prostate_03-158F_none,Prostate_03-155C_low-fat_diet,Prostate_03-143C_none,Prostate_03-060A_none,Prostate_03-066C_none_GL3,Prostate_03-066C_none_GL4,Prostate_03-159_none,Prostate_03-021F_selenium,Prostate_02-003E_none,Prostate_03-207C_fish_oil,Prostate_04-023C_none,Prostate_03-115E_none_GL4,Prostate_03-068D_no_neoadjuvant_GL5,Prostate_03-068D_no_neoadjuvant_GL3,Prostate_03-141C_none,Prostate_02-053C_none,Prostate_04-030A_none,Prostate_03-093D_none,Prostate_03-089D_selenium,Prostate_03-184C_none,Prostate_03-152A_Vit_E,Prostate_03-029B_none,Prostate_03-015F_no_neoadjuvant,Prostate_03-119D_none,Prostate_03-140B_fish_oil,Prostate_03-115E_none_GL5,Prostate_03-116C_none,Prostate_03-063A_none,Prostate_03-055H_Vit_E
G97865_NM_002210_ITGAV,-0.205,-0.75199997,-1.87899995,-0.53200001,-1.773,-0.40599999,0.50199997,-0.013,-1.59000003,0.62900001,-1.227,-0.60900003,0.40900001,-1.11500001,-0.59200001,0.64499998,-0.50099999,0.509,0.354,-0.002,-0.51899999,-0.44100001,-1.23000002,-0.064,-0.83399999,0.169,-1.66400003,-2.00099993,-0.013,1.08500004,-1.06799996
G97866_0_0,0.303,-0.486,-1.21200001,0.16500001,-0.97799999,-0.23199999,0.14300001,-0.027,-0.039,-0.495,0.34,-0.35299999,0.141,-0.73400003,-0.109,0.43700001,0.078,-0.082,-0.01,-0.27000001,-0.033,-0.154,-0.75199997,-0.48800001,-0.043,-0.066,-0.368,-0.56999999,0.537,0.45300001,-0.20299999
G97867_AF012130_TBX1,-0.50300002,-0.053,-0.97100002,1.02600002,-0.61900002,-0.32600001,0.243,0.84600002,0.57200003,2.28500009,-0.233,-0.74900001,-0.77899998,1.14300001,-1.05599999,0.93000001,-0.086,1.13499999,-0.34799999,0.13600001,-0.171,-0.045,1.62399995,0.51200002,1.255,0.70499998,-0.472,0.597,0.498,1.245,-0.50300002
G97868_BQ213225_IL12RB1,0.90799999,-0.384,4.17700005,0.58899999,3.49000001,0.81099999,3.25399995,3.79999995,5.53299999,-0.315,0.97899997,3.33100009,-1.36699998,4.54699993,-0.94300002,4.96600008,3.50699997,0.011,0.292,4.13800001,-0.389,-0.83099997,1.36899996,2.5,4.73799992,2.0539999,2.87100005,2.68199992,1.89699996,7.70599985,2.42700005
G97869_L00026_0,0.70599997,0.68900001,0.077,-0.35499999,0.79100001,0.037,0.31600001,0.31099999,0.685,0.33399999,0.241,2.32500005,0.156,0.182,0.82099998,0.75800002,0.59899998,0.292,-0.099,0.84799999,-0.75199997,0.73199999,0.42300001,1.64999998,1.24899995,1.53600001,0.708,0.972,1.10300004,1.33000004,0.51800001
G97870_0_0,-0.075,-0.035,-0.13500001,-0.133,-0.331,0.05,0.54400003,0.26800001,-0.215,0.49599999,-0.051,3.0940001,1.22399998,-0.04,0.38299999,0.338,0.27599999,0.221,-0.067,0.16,0.091,-0.59100002,-0.36300001,0.005,0.69499999,-0.43000001,-0.28400001,-0.032,0.49000001,-0.428,0.27000001
G97871_J01324_0,0.59799999,0.062,-0.142,-0.18799999,0.528,-0.037,0.405,0.354,0.56999999,-0.219,0.16,1.39300001,0.30000001,-0.38100001,0.60699999,0.28299999,0.315,0.125,-0.31600001,-0.066,-0.32300001,-0.047,0.092,0.163,0.579,-0.68300003,1.19500005,0.34299999,-0.051,-0.824,0.28
G97891_0_0,-0.40900001,-0.09,-0.184,-0.685,-0.47299999,-0.146,-0.82700002,-0.66500002,0.403,0.41499999,1.66499996,0.057,0.002,-1.48500001,0.048,-0.09,0.097,-0.458,-1.05400002,-0.055,-0.53899997,-0.142,-0.61299998,-0.81400001,-0.61699998,-0.057,-0.46000001,-0.898,-0.68000001,-0.949,-0.095
G97892_CF145638_ACPP,-1.53699994,-1.02100003,-3.33500004,0.047,-0.89200002,-0.74900001,-1.097,-2.29299998,-3.73799992,-1.44200003,-1.69000006,-1.48500001,-2.01900005,-1.85899997,-1.62,-3.60599995,-3.94700003,-1.454,-2.49799991,-3.26600003,0.662,-0.96499997,-1.86699998,-0.94700003,-1.92299998,-2.68700004,-2.00999999,-1.90600002,-2.704,-3.19300008,-2.602
G97893_0_0,-1.12699997,-0.71899998,-2.46300006,0.016,-2.13000011,-0.66900003,-0.551,-1.99300003,-2.08299994,-0.45199999,-1.04299998,-1.57000005,-1.403,-1.301,-1.49899995,-2.68600011,-2.33299994,-1.03199995,-1.86600006,-1.70299995,0.73699999,-0.81300002,-1.57599998,-0.63700002,-1.76100004,-1.41700006,-2.67600012,-1.52100003,-1.11899996,-1.74199998,-1.63300002
G97894_CR995206_RPL10,-0.034,0.69199997,0.53100002,-0.011,0.51899999,-0.19599999,-1.08299994,-0.382,1.85300004,0.43000001,-2.82599998,1.01199996,-0.048,-0.57800001,-0.169,-0.40700001,0.43900001,0.24699999,-0.071,0.60600001,-0.049,-0.21799999,0.73000002,0.26100001,0.65600002,0.036,-0.042,-0.43900001,-0.375,-0.063,0.745
G97895_AK026654_CYBRD1,-0.94300002,0.579,-2.11599994,-1.58700001,-1.324,-0.204,0.064,0.028,-0.52399999,0.47600001,0.30700001,-1.204,-0.038,-0.63099998,-0.28,0.66399997,-1.24000001,-1.03600001,-0.90799999,-0.219,0.43799999,0.31,-1.32099998,-0.37,-0.97600001,0.447,-1.23500001,-0.82200003,0.85799998,-1.25699997,-2.05699992
G97896_BQ959684_RPS4X,0.66399997,0.31400001,0.197,-0.167,-0.866,-0.354,-1.15900004,0.121,1.98800004,0.41999999,-0.76700002,1.40499997,-0.17200001,0.20200001,0.13600001,-0.05,1.53400004,1.17299998,-0.032,0.63300002,0.121,-0.454,-0.124,-0.377,0.461,-0.018,-0.87900001,-0.152,0.88999999,0.80299997,-0.27000001
G97897_0_0,-0.40400001,0.038,0.43000001,-0.345,-0.74199998,-0.098,-0.222,-0.68300003,0.193,-0.011,-1.09599996,0.191,-0.366,-0.46200001,-0.30199999,-0.26300001,-0.09,0.105,-0.092,-0.33500001,0.30599999,-0.69999999,0.05,-0.33899999,-0.57099998,-0.294,0.078,-0.56,-0.21699999,-0.37900001,-0.29100001
G97898_BC008820_ERCC3,0.047,0.361,-0.421,-0.147,-0.109,0.079,-0.228,0.182,0.61299998,-0.123,0.94199997,-0.57599998,0.48500001,-0.25799999,0.419,0.58200002,-0.345,-0.022,-0.45100001,-0.167,0.171,-0.058,0.301,0.093,-0.213,0.27000001,0.007,-0.25,-0.13,0.141,-0.11
G97899_BQ008447_SARA1,0.034,-0.206,-0.022,0.759,-0.60000002,-0.073,0.184,0.56099999,0.229,-0.222,0.51099998,-0.30000001,0.35600001,-0.31200001,-1.13499999,-0.093,-0.127,-0.38999999,-0.329,-0.39300001,-0.087,0.257,0.36199999,-0.066,0.16,0.19,-0.191,-0.50800002,-0.145,-0.89499998,-0.414
G97900_AI076145_P29,-0.01,0.616,0.015,0.107,0.164,-0.23800001,-0.79400003,0.094,0.191,0.24600001,0.37400001,0.205,0.056,0.35699999,0.052,-0.331,0.63700002,0.092,-0.34799999,-0.40000001,0.58499998,-0.062,-0.001,0.009,-0.066,-0.31,0.574,0.69099998,0.245,-0.16,-0.15000001
G97901_S50537_USF2,-0.48800001,0.65399998,0.093,-0.23800001,0.30000001,-0.042,-1.16100001,-0.301,0.88599998,-0.25099999,0.29899999,-0.204,-0.045,1.20500004,0.40799999,0.192,-0.212,0.15000001,-0.191,-0.19599999,0.138,0.20900001,0.78100002,-0.063,0.183,0.036,0.17399999,0.64899999,0.46900001,0.175,0.47
G97902_BC071690_C14orf87,0.122,0.86900002,0.193,0.71399999,0.345,0.047,-0.235,0.602,2.02800012,0.43900001,1.02100003,0.59200001,0.259,1.41100001,1.26300001,-0.055,0.764,0.85000002,0.178,0.29100001,1.16999996,-0.141,1.21800005,0.018,0.249,0.384,-0.088,1.71599996,0.17200001,-0.025,0.222
G97903_BX647713_SPARCL1,-1.15799999,1.12300003,-0.182,-2.1400001,0.36899999,-0.048,-0.1,0.55299997,-2.01699996,-0.396,1.40600002,0.34,0.27900001,-2.80800009,-1.59000003,-1.03600001,-0.736,-1.02100003,-1.71000004,0.65499997,1.66199994,1.63600004,-1.03699994,-0.059,-1.41900003,0.83999997,-1.23199999,-0.20299999,1.34399998,-3.05599999,-2.01099992
G97904_D10653_TM4SF2,-0.12,-0.004,0.338,-0.97100002,1.12100005,-0.064,0.45199999,0.495,-1.41900003,-0.359,1.12,-0.70999998,-0.243,-0.08,-1.64100003,-0.65600002,-0.59100002,0.98100001,-0.495,0.79100001,0.127,0.764,-2.02999997,-0.057,0.126,-0.36399999,0.57499999,0.47999999,0.84600002,-1.83500004,-1.52999997
G97905_CN356824_RPL13A,0.191,0.47999999,0.63099998,-0.103,0.287,0.094,-0.70099998,-0.66600001,1.28499997,0.44999999,-0.26499999,0.574,-0.139,0.23199999,-0.37,0.37200001,0.792,0.184,0.45300001,-0.141,-0.264,-0.28,0.551,0.68199998,1.17499995,0.028,0.60900003,0.285,0.67799997,1.17700005,-0.115
G97906_BU902246_DDX23,-0.222,0.361,-0.73900002,-0.28099999,-0.611,0.023,-0.134,0.215,0.25999999,0.077,0.69800001,-0.091,0.084,-0.31799999,-0.92299998,-0.336,-0.64999998,0.38699999,-0.574,-0.49399999,-0.27200001,-0.51099998,-0.163,0.055,-0.079,-0.089,-0.384,-0.043,-0.285,-0.23899999,-0.82200003
G97907_BM850489_CALR,-0.87199998,0.055,-1.00300002,0.59200001,-0.25999999,0.43000001,-0.167,0.016,-0.31200001,-0.047,1.19500005,-0.699,1.01100004,1.12100005,-0.92500001,0.55000001,0.58499998,0.82499999,0.054,0.338,0.583,-0.26699999,0.45699999,0.29100001,0.112,0.90600002,-0.546,0.73400003,0.31999999,0.22499999,-0.17
G97908_AB040901_KIAA1468,0.34299999,-0.55900002,1.63699996,-0.42899999,1.06099999,0.29800001,0.31999999,-0.025,-0.88800001,-0.15899999,0.73000002,-0.45899999,-0.25299999,-0.331,-0.36000001,-0.24600001,-0.23899999,-1.46899998,-0.092,-0.102,-0.41299999,0.43799999,-1.37899995,0.106,0.42699999,-0.42500001,1.06599998,-0.50099999,-0.89899999,0.15800001,-0.1
G97909_BE791890_ERH,-0.37,-0.244,0.016,-0.58899999,-0.29100001,-0.333,-0.038,-0.175,-1.17499995,-0.37099999,-1.61300004,-0.59299999,0.273,-1.76199996,-0.551,-0.122,-0.70200002,-0.69400001,-0.2,-0.417,-0.12800001,0.336,-0.76999998,-0.329,-0.29899999,-0.322,0.15800001,-2.02399993,-0.117,-0.71899998,-1.90499997
G97910_BC088800_MGC15875,-0.186,-0.37599999,-1.62199998,-0.215,-0.75099999,0.14399999,0.41800001,0.39500001,-0.35600001,-0.162,-0.31200001,-0.084,0.148,-0.199,0.118,0.013,-0.148,0.38100001,-0.39300001,0.219,-0.648,-0.32499999,-1.23899996,-0.138,-0.333,-0.093,-0.27200001,-0.79299998,-0.32499999,0.64399999,-0.49700001
G97911_NM_013396_USP25,0.49599999,-0.46599999,1.34500003,0.091,1.09300005,-0.083,0.64399999,-0.036,-0.98799998,0.18700001,0.801,-0.71899998,0.169,-0.227,-0.778,-0.61199999,0.41100001,-1.41100001,-0.289,-0.081,-0.222,1.15699995,-1.31400001,0.125,0.796,-0.546,1.20799994,-0.31999999,0.333,0.90200001,-0.175
G97912_CK902833_RNASEH1,-0.183,0.317,-0.66900003,0.028,-0.82499999,-0.236,0.219,0.219,0.073,-0.17399999,-0.152,-0.259,0.23899999,-0.41600001,-0.69,-0.35600001,-0.233,0.736,-0.45500001,-0.354,-0.25600001,-0.71200001,-0.175,-0.149,-0.278,0.153,-0.34400001,-0.58899999,-0.384,-0.42500001,-0.60699999
G97913_BU839158_SYNGR2,0.28600001,0.68400002,0.875,0.34200001,0.58399999,0.175,0.027,0.19,0.109,0.082,0.055,0.035,-0.117,1.18299997,0.38600001,-0.09,-0.208,0.047,-0.31099999,-0.42899999,0.287,-0.583,0.764,0.39300001,0.79299998,-0.051,1.28499997,-0.027,-0.50400001,-0.197,-0.22
G97914_BC090871_ALS2CR2,0.153,0.40099999,0.243,0.193,-0.63800001,-0.30500001,-0.25999999,0.213,0.98000002,0.347,0.46700001,0.73500001,-0.154,0.37799999,0.50099999,-0.126,0.79000002,1.50100005,-0.19,0.18700001,0.958,-0.67699999,0.20299999,0.146,0.419,0.184,0.12800001,0.38499999,0.354,0.366,0.44400001
G97915_BC023622_TNKS1BP1,0.032,0.02,0.51700002,-0.31600001,1.079,0.104,-0.134,-0.03,-0.33899999,0.37799999,-0.22400001,-0.336,0.264,0.574,-0.46900001,0.063,-0.98400003,-0.83099997,-0.40700001,-0.65499997,-0.25099999,0.89999998,-0.37099999,0.119,0.193,-0.17900001,0.704,-0.25,-0.219,-0.317,-0.46700001
G97916_BQ771990_WDR48,-0.106,0.13,-0.38100001,-0.583,-0.092,0.245,-0.34200001,-0.183,0.42500001,-0.122,-0.14300001,-0.13699999,0.005,0.38499999,0.33199999,-0.041,-0.184,-0.23199999,0.114,0.294,-0.33700001,0.43099999,-0.071,-0.022,-0.61799997,0.204,0.15899999,0.044,0.463,-0.1,-0.264
G97917_CR592014_UMP-CMPK,0.55299997,0.64700001,0.65899998,0.787,-0.95499998,0.024,-0.57599998,1.02900004,1.06599998,0.048,0.25400001,1.55400002,-0.317,-0.43000001,0.40799999,0.111,1.04499996,1.051,-1.04499996,-1.125,1.23899996,0.50199997,0.44600001,0.189,0.285,0.82599998,-0.48899999,0.66600001,-0.229,0.30199999,0.28799999
G97918_CR600627_NDRG1,-2.81500006,0.32600001,0.52700001,1.27600002,0.77999997,0.212,-0.73799998,-1.13900006,-0.52600002,-0.271,-1.48500001,-2.2249999,0.18000001,-0.87400001,-2.29299998,-1.54700005,-2.47300005,-1.09399998,0.211,-0.27399999,-0.25299999,0.67000002,0.69199997,-1.54499996,0.80800003,-0.43799999,-1.25199997,-2.67199993,-2.29999995,-1.25100005,-0.76800001
G97919_CR614691_HNRPC,0.48800001,0.55699998,1.39999998,0.65200001,0.89499998,0.37799999,-0.86400002,0.061,0.99199998,0.28999999,0.005,1.15900004,0.28600001,0.163,0.40400001,-0.377,0.54400003,-0.51999998,-0.138,-0.032,0.33899999,0.80800003,0.71600002,-0.33700001,0.39700001,0.27000001,-0.098,0.73900002,0.09,-0.098,-0.013
G97920_BM423522_CCND1,-0.25,-0.106,2.3210001,-0.255,-0.16500001,-0.051,-0.84200001,-0.40700001,1.602,-0.67900002,-0.49399999,-0.90799999,0.192,0.029,0.815,-0.236,-0.59100002,0.745,-0.008,-0.47799999,-1.02199996,-0.67699999,0.20999999,-0.403,-0.061,0.083,-0.28,-0.41100001,-0.77899998,-0.32600001,0.345
G97921_CA437381_MRC1L1,0.43700001,1.43299997,0.61400002,-0.44999999,0.55000001,-0.48899999,0.056,0.259,-0.56,0.30599999,0.88800001,0.163,0.83999997,-1.12899995,-1.07299995,-0.71700001,-0.616,0.69300002,-0.27399999,0.33899999,1.50300002,0.741,-0.96799999,-0.229,-0.09,-0.112,0.249,-0.07,1.86000001,-0.99000001,-1.00300002
G97922_0_0,-0.213,0.43900001,-1.23500001,-0.041,-0.46599999,-0.182,-0.41100001,0.36199999,0.294,-0.33700001,0.361,-0.45100001,-0.062,0.63099998,0.53500003,0.204,0.25099999,0.38800001,-0.099,-0.064,0.206,-0.403,0.55500001,0.45199999,-0.014,0.43000001,-0.44499999,0.37599999,0.456,0.222,-0.486
G97923_S59012_LGALS3,-1.421,-1.28900003,-1.68499994,-2.21399999,0.037,-1.51499999,-0.95599997,-0.65499997,1.222,-1.58899999,-1.296,0.065,-1.06400001,-2.546,-0.039,-1.49000001,-3.33299994,-3.38000011,1.07799995,-1.63199997,-1.94000006,0.003,1.227,-0.215,0.30399999,-0.65499997,-2.21000004,-1.56099999,-2.11899996,-2.75,-2.70000005
G97924_AI857370_BLZF1,0.018,0.45500001,0.025,-0.102,0.21600001,-0.148,-0.65600002,0.09,0.287,0.243,1.28900003,0.175,0.124,-0.53799999,0.49700001,0.026,0.228,-0.044,-0.32600001,-0.49200001,0.611,0.33700001,0.58700001,-0.076,0.045,-0.014,0.075,0.60699999,0.046,-0.66799998,0.079
G97925_CD299418_UMP-CMPK,0.49399999,0.55299997,0.249,0.648,-0.97299999,-0.06,-0.59399998,0.921,1.079,-0.19,0.57300001,1.52199996,-0.64899999,-0.403,0.245,0.35800001,1.051,1.48500001,-0.96899998,-1.17799997,1.28999996,0.34999999,0.13,0.31799999,0.146,0.93099999,-0.13,0.97000003,0.79799998,0.71399999,0.002
G97926_0_0,-0.056,0.21699999,0.67500001,0.221,0.19599999,0.058,-0.002,0.32800001,0.745,0.038,-0.072,0.44600001,-0.25400001,-0.727,0.77499998,0.155,0.25999999,0.36199999,-0.44299999,-0.75400001,0.57700002,-0.088,0.237,0.065,-0.029,0.537,0.12800001,0.82200003,0.69400001,0.55000001,0.27599999
G97927_AL137784_0,0.66100001,-0.778,1.61399996,0.077,1.38999999,0.026,0.708,-0.08,-1.41700006,0.077,0.29899999,-0.62699997,0.177,0.19499999,-1.79400003,-0.63800001,0.46200001,-2.32200003,1.65199995,0.15800001,-0.71200001,1.91100001,-2.36599994,0.236,0.912,-0.5,1.36099994,-0.145,-0.03,1.47899997,0.46000001
G97928_CD673012_M17S2,-0.56900001,-0.003,-0.92500001,-0.20999999,-0.57499999,-0.25099999,-0.412,-0.014,0.23899999,-0.338,0.78899997,-0.597,-0.53500003,-0.18000001,-0.43900001,-1.21200001,-0.23800001,-0.19400001,-1.17200005,-1.29299998,-0.065,-0.171,0.068,0.18000001,-0.235,-0.207,-1.63,0.084,-0.98799998,-0.986,-0.205
G97929_AP001124_0,0.13600001,-0.109,0.45199999,-0.58700001,-0.28299999,-0.191,-0.24699999,-0.149,0.084,-0.48500001,0.199,-0.287,0.09,-0.56300002,-0.13600001,0.14,-0.259,-0.83499998,-0.65700001,-0.60699999,0.034,-0.131,-0.95099998,-0.148,0.26499999,-0.212,-0.077,0.154,0.602,0.041,-0.66799998
G97930_CN423737_CYB5-M,-0.088,-0.38299999,-0.50599998,-0.27000001,-0.45300001,-0.029,0.26100001,0.361,-0.154,-0.37599999,-0.25400001,0.045,0.56,-0.50700003,-0.01,0.123,-0.28999999,0.36700001,-0.18799999,-0.177,-0.048,-0.19599999,-0.31900001,-0.086,-0.51200002,-0.155,-0.42399999,-0.68699998,-0.164,0.49700001,-0.51899999
G97931_AA447274_ZBTB16,-0.39899999,-0.85600001,-2.04500008,-0.889,-1.57200003,-0.104,0.51200002,-0.017,-1.00899994,-0.903,-1.07700002,-1.28400004,0.52600002,-0.99699998,-0.26199999,0.523,-0.72399998,0.55299997,0.098,0.022,-0.847,-0.442,-1.449,-0.13500001,-0.93900001,-0.033,-1.22599995,-1.68799996,-0.59200001,1.19299996,-1.08500004
G97932_AA447275_WWOX,0.52200001,-0.93599999,1.44299996,0.07,1.199,-0.035,0.66900003,-0.065,-1.57200003,-0.025,0.164,-1.13199997,0.333,0.131,-2.00500011,-0.85100001,0.289,-2.38800001,1.31099999,0.076,-1.07200003,1.699,-2.44300008,0.223,0.83200002,-0.61900002,1.23300004,-0.43099999,-0.322,1.09099996,-0.75
G97933_AK026809_LOC159090,0.098,-0.37200001,-0.22,-0.16500001,-0.704,-0.073,0.164,0.007,0.089,-0.486,1.46500003,0.047,0.33500001,-0.55299997,0.18799999,-0.189,0.50700003,0.317,-0.38999999,0.41299999,-0.18799999,0.461,-0.66500002,-0.32600001,-0.53600001,-0.177,-0.528,-0.15700001,0.108,0.44800001,0.92000002
G97934_CR595193_TGFB1I4,-0.12899999,0.94199997,1.19099998,-0.214,0.146,-0.46200001,-1.16299999,-0.101,-0.207,-1.51999998,0.236,-0.74800003,-0.21600001,-2.36599994,-1.67299998,-1.329,-0.67299998,-2.17000008,-0.48100001,-2.18799996,-0.38299999,-0.61699998,0.23899999,-1.06299996,-0.146,-1.17299998,-1.63499999,-1.05400002,-0.52700001,-1.87399995,-0.56900001
G97935_NM_014155_HSPC063,-0.149,-0.273,0.289,-0.57999998,-0.12899999,0.134,-0.72799999,0.077,1.32200003,0.176,0.223,0.419,0.30700001,0.15700001,0.44,0.52499998,0.65899998,0.66799998,-0.057,-0.073,-0.31900001,0.008,-0.37799999,0.338,-0.396,0.025,0.054,0.139,-0.106,-0.069,0.82700002
G97936_AK222511_ECHDC3,0.068,-0.26899999,0.54799998,0.102,0.34799999,-0.148,0.051,0.17,-0.122,-0.042,0.64200002,0.259,0.47600001,-0.011,0.013,-0.047,-0.29800001,-0.41800001,0.44999999,-0.43599999,0.198,-0.30199999,-0.009,0.34999999,0.28799999,-0.26800001,1.26100004,0.27200001,-1.07799995,-0.076,0.93699998
G97937_CR625558_ARG2,-1.61699998,0.81699997,-2.34100008,2.0769999,-1.15600002,-0.47600001,0.12,0.53299999,0.185,-0.41499999,2.08200002,-0.99800003,-1.324,-1.028,0.31900001,-1.52400005,-2.14100003,0.46799999,-1.03799999,-3.0480001,2.01799989,-0.59600002,0.287,0.412,-0.498,-0.48500001,-2.4849999,0.197,-0.64099997,-1.61199999,0.99599999
G97938_BT009841_SNX2,0.01,0.61000001,-0.36000001,-0.003,0.228,-0.039,-0.74299997,-0.40200001,0.66900003,0.089,-0.266,0.421,0.053,0.245,-0.523,-0.81199998,0.29300001,-0.236,-0.69499999,-0.359,0.80199999,0.45199999,0.359,0.093,-0.211,0.109,-0.145,0.986,0.32499999,-0.79400003,0.20299999
G97939_CR610965_FLJ14753,-0.59200001,-0.62800002,-0.36500001,-0.243,-0.72100002,-0.078,-0.30700001,-0.41999999,0.122,-0.546,1.54700005,-0.514,-0.033,-0.884,-0.011,-0.46200001,0.106,-0.82499999,-0.43000001,-0.352,-0.41499999,0.031,0.219,-0.29100001,-0.88599998,-0.331,-0.308,0.28600001,-0.56699997,-0.91399997,-0.285
G97941_BU615474_BGN,-0.26499999,0.639,-0.77700001,-1.16999996,0.017,0.248,-0.68000001,-0.74299997,-0.106,0.036,-0.74800003,-0.53600001,0.57999998,0.094,-0.17,0.079,-0.73900002,-0.055,-0.39399999,0.235,0.93300003,1.83899999,0.54100001,-0.12,-0.42199999,0.182,-0.38,-0.97899997,1.88499999,-0.008,-0.75599998
G97942_BG390851_TSN,-0.15700001,-0.375,-1.43799996,-0.58200002,-1.35699999,-0.18700001,0.186,0.109,-0.257,-0.084,-0.68900001,-1.03400004,0.189,-1.36800003,-0.161,-0.176,-0.26100001,-0.14399999,-0.116,-0.204,-0.083,-0.20999999,-0.155,-0.389,-0.685,0.041,-0.727,-1.43099999,-0.30399999,-0.072,-0.016
G97943_NM_001677_ATP1B1,-0.83600003,-0.52999997,-1.55900002,-2.29299998,-0.52700001,-1.70000005,-3.35400009,-2.61800003,0.30599999,-0.93900001,-1.53400004,-1.03100002,1.14699996,-1.82700002,-1.15799999,-0.662,-0.97500002,-3.3440001,1.66600001,-2.90799999,-0.78299999,-0.055,-1.25,-1.87,-2.84100008,-0.889,-1.26100004,-1.32500005,0.164,-2.80200005,-2.30100012
G97944_BU619094_ECE1,-1.73099995,0.53299999,-0.141,-0.361,0.26199999,0.024,-1.63600004,-0.182,-0.51300001,-0.56599998,1.66700006,-1.176,-0.17299999,1.20500004,-1.55999994,-0.142,-0.77200001,-0.53500003,-0.68199998,-1.75899994,-0.792,0.088,-0.20299999,-0.77999997,-0.61699998,0.456,-0.498,-0.62,-0.54699999,-0.57599998,-0.30500001
G97945_AB020697_DHX30,-0.23,0.075,0.58700001,0.127,0.48500001,-0.071,-0.52999997,-0.65499997,0.29699999,0.15700001,0.237,-0.81199998,-0.66500002,-0.122,0.47600001,-0.294,0.131,0.28799999,-0.24699999,-0.48300001,0.45300001,0.30599999,0.28299999,-0.331,0.122,-0.301,0.41100001,-0.007,-0.017,-0.41499999,0.287
G97946_AF303398_LMAN1L,-0.86799997,0.032,-0.01,0.177,0.106,-0.035,0.39500001,0.038,0.215,0.17900001,1.04299998,-0.38100001,-0.58499998,-0.34799999,-0.022,-0.197,-0.28299999,0.199,-0.008,-0.54400003,0.26899999,0.124,-0.428,-0.049,0.204,-0.241,0.34900001,0.123,-0.58499998,-0.537,0.34099999
G97947_AL445933_0,-0.211,-0.736,-2.01300001,-0.90700001,-1.74899995,-0.35499999,0.428,0.108,-1.31799996,-0.85600001,-2.49799991,-1.14100003,0.34900001,-1.20299995,-0.634,0.331,-0.773,0.57099998,0.038,-0.287,-0.412,-0.65799999,-1.301,-0.16500001,-0.97899997,-0.035,-1.51600003,-2.21199989,-0.25099999,1.13999999,-0.94999999
G97948_0_0,-0.449,-0.995,-0.16599999,-0.285,0.21699999,-0.22,-1.61199999,-0.294,0.065,-0.463,-1.398,-1.03900003,0.78600001,0.98199999,-0.032,-0.71399999,-0.054,-0.40799999,0.244,-0.198,-0.51599997,0.236,-0.36500001,-0.93400002,-0.25099999,-0.257,-0.708,-0.164,-0.912,-0.838,-0.045
G97949_AL049381_PBX1,-0.35299999,-0.29699999,-0.102,-1.35800004,0.134,-0.132,-0.551,-0.523,-1.10399997,-0.44499999,-0.02,-0.59799999,0.289,-0.713,0.62599999,0.66000003,-1.37899995,-1.80200005,-0.068,0.086,-0.61900002,0.51300001,-0.62800002,-0.64899999,-0.48300001,-0.611,0.098,-0.63700002,-0.588,-0.62800002,-1.34300005
G97950_NM_133378_TTN,-0.047,0.005,0.57099998,0.14399999,0.463,0.098,0.23800001,0.30000001,-0.23800001,-0.019,0.75700003,-1.82200003,0.44,0.34,-0.61500001,-0.045,0.278,-0.56300002,0.48500001,-0.033,0.097,0.48100001,-0.009,0.164,0.053,-0.35600001,0.70300001,-0.074,-0.15700001,0.51899999,0.05
G97951_CR598197_WDR45L,-0.243,-0.038,0.227,0.18099999,-0.25799999,-0.28200001,0.031,-0.99699998,0.066,0.205,0.384,-0.852,-0.89499998,-0.62800002,0.18099999,-0.354,-0.35699999,0.22400001,-1.01800001,-0.67500001,0.69099998,0.104,-0.48899999,-0.17200001,-0.176,-0.35299999,-0.301,-0.17,-0.31799999,-0.59799999,-0.27000001
G97952_BC066935_FLJ23263,-0.19,0.132,-0.156,0.23999999,-0.2,-0.038,0.241,0.67199999,0.417,0.25999999,0.83899999,-0.17299999,0.138,0.18700001,0.57800001,0.004,-0.94400001,0.36199999,-0.347,-0.127,0.53600001,-0.079,0.42300001,0.021,0.033,-0.2,-0.29300001,0.479,-0.87,-1.01300001,0.19400001
G97953_BC040112_SKIIP,0.18700001,0.257,-0.44999999,-0.169,-0.019,0.002,-0.168,0.303,0.13600001,0.412,1.903,0.47,0.33899999,-0.31299999,0.191,-0.19499999,0.53600001,0.54299998,-0.26199999,-0.178,0.233,0.122,0.04,-0.22499999,-0.083,0.02,-0.414,0.65100002,0.014,-0.458,-0.42399999
G97955_AF223225_RODH,0.105,-0.82999998,0.759,-0.491,0.917,0.178,1.96700001,1.52699995,-1.38100004,-2.00099993,0.31099999,2.81999993,-1.39300001,-0.69499999,-1.57700002,1.94599998,-0.56,-2.28699994,-5.32299995,1.31400001,2.77600002,1.98699999,1.37699997,1.778,1.40699995,-1.14199996,0.70200002,-1.77699995,-1.51999998,-0.79400003,1.01199996
G97956_BC025990_HS2ST1,0.266,-0.33500001,-0.48699999,0.662,-1.09000003,-0.083,-0.17399999,0.54299998,0.398,-0.34900001,0.013,0.20100001,-1.47899997,0.35800001,0.58200002,-1.09500003,0.33000001,0.368,-0.88099998,0.58399999,0.48699999,-0.073,0.82599998,-0.20100001,-0.03,0.03,-0.43900001,0.1,-0.249,-0.142,0.498
